id,kalmanFilter,age,totalVisibleCount,totalInvisibleCount,consecutiveInvisibleCount,colour_1,colour_2,colour_3,currentLeftparticleId,centroid_1,centroid_2,bbox_1,bbox_2,bbox_3,bbox_4,area,rightCoord2D_1,rightCoord2D_2,per,ax_mj,ax_mn,or,ecc,r2,worldCoordinates_1,worldCoordinates_2,worldCoordinates_3,length_1,length_2,estimated,lost
11,,5,5,0,0,209.98174622346,177.181298858833,80.8603674155194,10,691.226057365095,1407.80748663102,663,1379,58,59,2057,NaN,NaN,183.722871427475,75.1516014950659,34.8872395993091,-0.795644299679755,0.885717395729841,2619.05374352023,NaN,NaN,NaN,NaN,NaN,0,0
12,,5,5,0,0,242.306622453781,8.78375052824173,111.879811712382,11,734.685950413223,1524.05318002156,705,1495,60,59,2783,NaN,NaN,194.166522241371,59.5545800353517,59.5227396578987,-1.27392287084513,0.0326955360844962,3543.42565299796,NaN,NaN,NaN,NaN,NaN,0,0
13,,5,5,0,0,97.2974065587171,195.206780977996,202.775974789951,12,785.891129032258,44.5,774,32,25,26,496,NaN,NaN,81.5979797464466,25.1942987235613,25.1251411814844,-1.57079632679489,0.0740432374762423,631.526814188641,NaN,NaN,NaN,NaN,NaN,0,0
14,,5,5,0,0,47.6525141613665,124.889920925999,113.624481181279,13,1033.06873614191,337.375461936438,1004,309,59,58,2706,NaN,NaN,192.509667991878,59.0460805936578,58.3781106270068,0.289544212076756,0.149991338899727,3445.38620805335,NaN,NaN,NaN,NaN,NaN,0,0
15,,5,5,0,0,164.809817578372,180.888031868808,192.445103905502,14,1060.9875,574.5375,1053,566,17,18,240,NaN,NaN,55.4558441227157,19.8670214157216,15.4362061422895,-0.955902054562366,0.629529763864365,305.577490736439,NaN,NaN,NaN,NaN,NaN,0,0
16,,5,5,0,0,70.3863946346375,173.324182597687,167.049991013329,15,1107.37280701754,1375.35745614035,1098,1350,20,51,912,NaN,NaN,126.284271247462,55.3513775922634,21.4195925373982,1.53466977876356,0.92209025835053,1161.19446479847,NaN,NaN,NaN,NaN,NaN,0,0
17,,5,5,0,0,41.4659924746308,30.344408797386,127.082833255446,16,1127.73675065161,1291.43092962641,1109,1273,38,38,1151,NaN,NaN,123.39696961967,38.3770045281651,38.2178446462215,1.3944950775698,0.0909799122148919,1465.49871599017,NaN,NaN,NaN,NaN,NaN,0,0
18,,5,5,0,0,244.734709421601,86.798360299864,149.243276499843,17,1250.74962247055,1491.21715493809,1205,1445,93,93,6622,NaN,NaN,315.119841047145,92.5072242918966,91.1852242890406,-0.439330703136712,0.168455707354343,8431.39226523625,NaN,NaN,NaN,NaN,NaN,0,0
19,,5,5,0,0,57.0720445702399,191.573100122941,65.0492544421136,18,1268.29813664596,1639.63664596273,1259,1630,20,20,322,NaN,NaN,63.698484809835,20.5075416962038,20.0443953097168,-0.965337408905285,0.21132522427084,409.983133404722,NaN,NaN,NaN,NaN,NaN,0,0
20,,5,5,0,0,129.019048174611,178.264564277455,227.180329396629,19,1442.40882838284,1340.18688118812,1415,1313,56,55,2424,NaN,NaN,181.095454429505,56.0050334986145,55.1304951551259,-0.0982083041463111,0.176030866310502,3086.33265643803,NaN,NaN,NaN,NaN,NaN,0,0
21,,5,5,0,0,244.619313427388,139.53996014077,35.3492329213132,20,1464.31632308212,1631.54173707334,1434,1602,62,60,2959,NaN,NaN,200.166522241371,61.9323536645167,60.8620896628386,-0.166654031033409,0.185104608433089,3767.51581287135,NaN,NaN,NaN,NaN,NaN,0,0
22,,5,5,0,0,38.0699714175597,65.6646048015528,214.382900275834,21,1582.49596031184,888.377746279235,1535,841,96,96,7055,NaN,NaN,312.634559672907,97.2795613069476,92.3930491215281,-0.517117296460055,0.31295377910962,8982.70498810657,NaN,NaN,NaN,NaN,NaN,0,0
23,,5,5,0,0,64.8419556377404,207.642630647548,62.0988670248723,22,1670.06267029973,70.0181653042688,1653,44,35,53,1101,NaN,NaN,143.882250993909,60.8249890046099,23.4306153629668,-1.16623331893909,0.922827422787026,1401.83673875341,NaN,NaN,NaN,NaN,NaN,0,0
24,,5,5,0,0,236.962223912743,89.2458603261262,50.1317888599581,23,1691.02919708029,222.5,1673,204,37,38,1096,NaN,NaN,120.225396744416,37.5391442088372,37.2096838166327,-1.5707963267949,0.132196340122444,1395.47054102974,NaN,NaN,NaN,NaN,NaN,0,0
25,,5,5,0,0,64.0263837838879,157.091392417393,120.688656470196,24,1721.53135888502,1025.75087108014,1699,1003,46,47,1722,NaN,NaN,151.539105243401,47.0744480427291,46.6030297714118,-1.38994212989796,0.141167773012252,2192.51849603395,NaN,NaN,NaN,NaN,NaN,0,0
26,,5,5,0,0,89.6731743010642,211.861300113554,149.242343243945,25,1839.53734698976,1470.24856357732,1804,1435,72,72,4003,NaN,NaN,233.622366364087,71.9633721441703,70.8609280296978,0.797819170440602,0.174368422354764,5096.77789757486,NaN,NaN,NaN,NaN,NaN,0,0
27,,5,5,0,0,140.179520114241,233.884384276602,72.8889497991953,26,1892.30212234707,880.045776113192,1865,853,55,55,2403,NaN,NaN,179.681240867132,55.6705985830571,54.9830186866654,-1.14864841753753,0.156681781869207,3059.5946259986,NaN,NaN,NaN,NaN,NaN,0,0
28,,5,5,0,0,193.086058423234,192.200919041016,97.0136909787159,27,1918.93647912886,966.050816696915,1897,943,45,47,1653,NaN,NaN,149.539105243401,46.0986766224909,45.686896657966,-1.46125016776932,0.133361772881189,2104.66496744722,NaN,NaN,NaN,NaN,NaN,0,0
29,,5,5,0,0,144.794518384931,19.3428438385812,13.7572802599848,28,1954.41256969083,681.738976178409,1930,657,50,50,1973,NaN,NaN,162.610173055266,50.2825328736787,49.9856642349452,-0.831560587570117,0.108504217016602,2512.10162176248,NaN,NaN,NaN,NaN,NaN,0,0
30,,5,5,0,0,135.353376017288,198.687643676013,238.172724478442,29,1976.51566757493,21.8218664850136,1941,1,72,49,2936,NaN,NaN,212.225396744416,75.3019799830315,51.4728158220871,-0.0054203955415491,0.72990185736075,3738.23130334244,NaN,NaN,NaN,NaN,NaN,0,0
31,,5,5,0,0,33.1260831608012,145.050033522409,119.694613469842,30,2015,1264.54607508532,2002,1251,27,28,586,NaN,NaN,87.254833995939,27.6704592575366,27.0076886200232,1.57079632679489,0.217556548477372,746.118373214805,NaN,NaN,NaN,NaN,NaN,0,0
32,,5,5,0,0,3.03502772281656,85.9662743217148,41.3564885892769,31,2098.15836653386,867.241035856574,2059,827,79,81,5020,NaN,NaN,263.279220613579,80.8372611750549,79.1172343140942,-1.44119573356594,0.205189082186599,6391.66251457052,NaN,NaN,NaN,NaN,NaN,0,0
33,,5,5,0,0,202.542557874396,79.3598357214252,134.775949554084,32,2158.8938172043,1216.12365591398,2119,1176,81,81,5208,NaN,NaN,266.693434175952,81.9058147486645,80.9894183626364,0.857640941611411,0.149169878806094,6631.03154898073,NaN,NaN,NaN,NaN,NaN,0,0
34,,5,5,0,0,42.2404260224441,153.505395057417,67.0576775577368,33,2130.18032786885,975.049180327869,2121,966,19,19,305,NaN,NaN,62.0416305603426,19.8809730206737,19.6115263543699,0.877565754153146,0.164080163973633,388.338061144225,NaN,NaN,NaN,NaN,NaN,0,0
35,,5,5,0,0,166.790170111579,175.749698300702,190.778656170046,34,2233.82328042328,1891.27380952381,2199,1857,70,70,3780,NaN,NaN,227.379725676967,69.6007208968803,69.1710876667956,0.535179041125613,0.11093940149496,4812.84547909892,NaN,NaN,NaN,NaN,NaN,0,0
36,,5,5,0,0,114.888107618137,21.3744513892178,58.3891270227888,35,2222.54027617952,923,2200,900,46,47,1738,NaN,NaN,151.539105243401,47.3320258926816,46.7789172857137,1.57079632679489,0.152429904610147,2212.89032874971,NaN,NaN,NaN,NaN,NaN,0,0
37,,5,5,0,0,232.901027182926,38.8563948371519,210.583329259835,36,2301.79141104294,1493,2295,1486,15,15,163,NaN,NaN,46.6274169979695,14.6403370283152,14.2905565241924,1.5707963267949,0.217283950564726,207.538045791832,NaN,NaN,NaN,NaN,NaN,0,0
38,,5,5,0,0,137.277320991315,254.014352739856,19.9347598320618,37,2386.00923787529,1162.24541502513,2323,1061,124,185,14722,NaN,NaN,542.07315985292,186.334789366919,107.844016899181,-1.35039773351179,0.815494517170163,18744.6325775911,NaN,NaN,NaN,NaN,NaN,0,0
39,,4,4,0,0,112.882958792739,27.196456396049,245.284010618039,38,2409.26022304833,1574.91449814126,2397,1562,26,27,538,NaN,NaN,84.4264068711928,26.4143605236149,25.9851371567452,-1.36400199876246,0.179541619861938,685.002875067518,NaN,NaN,NaN,NaN,NaN,0,0
40,,3,3,0,0,1.1817271541872,197.602168501433,208.412321266625,39,2524.87254901961,1396.79838022165,2492,1363,66,69,2346,NaN,NaN,209.178715550191,90.043416054219,33.3583086052814,-0.843429694941585,0.928844767624542,2987.01997194869,NaN,NaN,NaN,NaN,NaN,0,0
41,,3,3,0,0,221.517149867695,21.5311406052821,101.944575520219,40,2572.55801727375,1617.72624859181,2547,1583,46,70,2663,NaN,NaN,202.811183182043,72.7770592887424,48.5129542530464,1.56080186676282,0.745418484407069,3390.63690762974,NaN,NaN,NaN,NaN,NaN,0,0
42,,2,2,0,0,66.2669527269168,204.017462457198,110.010526003204,42,2586.85658153242,1718.13752455796,2579,1693,14,51,509,NaN,NaN,111.941125496954,48.4946040653046,14.5528602041525,1.56608157614941,0.953910150478464,648.078928270198,NaN,NaN,NaN,NaN,NaN,0,0
